CODIGO,NOME,CONCELHO
30250,Minhotães,302
30251,"Monte de Fralães",302
30252,Moure,302
30253,Negreiros,302
30254,Oliveira,302
30255,Palme,302
30256,Panque,302
30257,Paradela,302
30258,"Pedra Furada",302
30259,Pereira,302
30260,Perelhal,302
30261,Pousa,302
30262,Quintiães,302
30263,Remelhe,302
30264,Roriz,302
30265,"Rio Covo (Sta Eugénia)",302
30266,"Rio Covo (Sta Eulália)",302
30267,"Tamel (Sta Leocádia)",302
30268,"Galegos (Sta Maria)",302
30269,"Bastuço (Sto Estevão)",302
30270,"Bastuço (S João)",302
30271,"Alvito (S Martinho)",302
30272,"Galegos (S Martinho)",302
30273,"Vila Frescainha (S Martinho)",302
30274,"Alvito (S Pedro)",302
30275,"Vila Frescainha (S Pedro)",302
30276,"Tamel (S Pedro Fins)",302
30277,"Tamel (S Verissimo)",302
30278,Sequeade,302
30279,Silva,302
30280,Silveiros,302
30281,Tregosa,302
30282,Ucha,302
30283,Várzea,302
30284,Viatodos,302
30285,"Vila Boa",302
30286,"Vila Cova",302
30287,"Vila Seca",302
30288,"Vilar de Figos",302
30289,"Vilar do Monte",302
30301,Adaúfe,303
30302,Arcos,303
30303,Arentim,303
30304,Aveleda,303
30305,Cabreiros,303
30306,Celeiros,303
30307,"B Cividade",303
30308,Crespos,303
30309,Cunha,303
30310,Dume,303
30311,Escudeiros,303
30312,Espinho,303
30313,Esporões,303
30314,Ferreiros,303
30315,Figueiredo,303
30316,Fraião,303
30317,Frossos,303
30318,Gondizalves,303
30319,Gualtar,303
30320,Guisande,303
30321,Lamaçães,303
30322,Lamas,303
30323,Lomar,303
30324,"B Maximinos",303
30325,"Mire de Tibães",303
30326,Morreira,303
30327,Navarra,303
30328,Nogueira,303
30329,Nogueiró,303
30330,"Padim da Graça",303
30331,Palmeira,303
30332,Panoias,303
30333,"Parada de Tibães",303
30334,Pedralva,303
30335,Pousada,303
30336,Priscos,303
30337,Real,303
30338,Ruilhe,303
30339,"Santa Lucrécia de Algeriz",303
30340,"Penso (Sto Estevão)",303
30341,"B S João do Souto",303
30342,"B S José de S Lázaro",303
30343,"Passos (S Julião)",303
30344,"Este (S Mamede)",303
30345,"Merelim (S Paio)",303
30346,"Este (S Pedro)",303
30347,"Merelim (S Pedro)",303
30348,"Oliveira (S Pedro)",303
30349,"B S Vicente",303
30350,"Penso (S Vicente)",303
30351,"B S Vitor",303
30352,"B Sé",303
30353,Semelhe,303
30354,Sequeira,303
30355,Sobreposta,303
30356,Tadim,303
30357,Tebosa,303
30358,Tenões,303
30359,Trandeiras,303
30360,Vilaça,303
30361,Vimieiro,303
30362,Fradelos,303
30401,Abadim,304
30402,Alvite,304
30403,"Arco de Baúlhe",304
30404,Basto,304
30405,Buços,304
30406,"Cabeceiras de Basto",304
30407,Cavez,304
30408,Faia,304
30409,Gondiães,304
30410,Outeiro,304
30411,Painzela,304
30412,Passos,304
30413,Pedraça,304
30414,"Refojos de Basto",304
30415,"Rio Douro",304
30416,"Vila Nune",304
30417,"Vilar de Cunhas",304
30501,Agilde,305
30502,Arnoia,305
30503,"Borba de Montanha",305
30504,Britelo,305
30505,Caçarilhe,305
30506,"Canedo de Basto",305
30507,Carvalho,305
30508,Codeçoso,305
30509,Corgo,305
30510,Fervença,305
30511,Gagos,305
30512,Gémeos,305
30513,Infesta,305
30514,Molares,305
30515,"Moreira do Castelo",305
30516,Ourilhe,305
30517,Rego,305
30518,Ribas,305
30519,"Basto (Sta Tecla)",305
30520,"Basto (S Clemente)",305
30521,"Vale de Bouro",305
30522,Veade,305
30601,Antas,306
30602,Apúlia,306
30603,Belinho,306
30604,Curvos,306
30605,Esposende,306
30606,Fão,306
30607,"Fonte Boa",306
30608,Forjães,306
30609,Gandra,306
30610,Gemeses,306
30611,Mar,306
30612,Marinhas,306
30613,"Palmeira de Faro",306
30614,"Rio Tinto",306
30615,"Vila Chã",306
30701,Aboim,307
30702,Agrela,307
30703,Antime,307
30704,Ardegão,307
30705,Armil,307
30706,Arnozela,307
30707,Cepães,307
30708,Estorãos,307
30709,Fafe,307
30710,Fareja,307
30711,Felgueiras,307
30712,Fornelos,307
30713,Freitas,307
30714,Golães,307
30715,Gontim,307
30716,Medelo,307
30717,Monte,307
30718,"Moreira do Rei",307
30719,Passos,307
30720,Pedraido,307
30721,Queimadela,307
30722,Quinchães,307
30723,Regadas,307
30724,Revelhe,307
30725,Ribeiros,307
30726,"Arões (Sta Cristina)",307
30727,"Silvares (S Clemente)",307
30728,"São Gens",307
30729,"Silvares (S Martinho)",307
30730,"Arões (S Romão)",307
30731,Seidões,307
30732,Serafão,307
30733,Travassós,307
30734,"Várzea Cova",307
30735,"Vila Cova",307
30736,Vinhós,307
30801,Aldão,308
30802,Arosa,308
30803,Atães,308
30804,Azurém,308
30805,Balazar,308
30806,Barco,308
30807,Brito,308
30808,Caldelas,308
30809,Calvos,308
30810,Castelões,308
30811,Conde,308
30812,Costa,308
30813,Creixomil,308
30814,Donim,308
30815,Fermentões,308
30816,Figueiredo,308
30817,Gandarela,308
30818,Gémeos,308
30819,Gominhães,308
30820,Gonça,308
30821,Gondar,308
30822,Gondomar,308
30823,Guardizela,308
30824,Infantas,308
30826,Leitões,308
30827,Longos,308
30828,Lordelo,308
30829,Mascotelos,308
30830,"Mesão Frio",308
30831,"Moreira de Cónegos",308
30832,Nespereira,308
30833,Oleiros,308
30834,"G Oliveira do Castelo",308
30835,Penselo,308
30836,Pinheiro,308
30837,Polvoreira,308
30838,Ponte,308
30839,Rendufe,308
30840,Ronfe,308
30841,"Briteiros (Salvador)",308
30842,"Prazins (Sta Eufémia)",308
30843,"Briteiros (Sta Leocádia)",308
30844,"Airão (Sta Maria)",308
30845,"Souto (Sta Maria)",308
30846,"Candoso (Santiago)",308
30847,"Briteiros (Sto Estevão)",308
30848,"Prazins (Sto Tirso)",308
30849,"Sande (S Clemente)",308
30850,"Selho (S Cristovão)",308
30851,"Vizela (S Faustino)",308
30853,"Airão (S João Baptista)",308
30854,"Selho (S Jorge)",308
30855,"Sande (S Lourenço)",308
30856,"Selho (S Lourenço)",308
30857,"Candoso (S Martinho)",308
30858,"Sande (S Martinho)",308
30860,"G S Paio",308
30862,"Souto (S Salvador)",308
30863,"G S Sebastião",308
30864,"Abação (S Tomé)",308
30865,"São Torcato",308
30866,Serzedelo,308
30867,Serzedo,308
30868,Silvares,308
30869,Tabuadelo,308
30871,Urgezes,308
30872,Vermil,308
30873,"Sande (Vila Nova)",308
30901,"Águas Santas",309
30902,Ajude,309
30903,Brunhais,309
30904,Calvos,309
30905,Campos,309
30906,Covelas,309
30907,Esperança,309
30908,Ferreiros,309
30909,"Fonte Arcada",309
30910,Frades,309
30911,Friande,309
30912,Galegos,309
30913,Garfe,309
30914,"Geraz do Minho",309
30915,Lanhoso,309
30916,Louredo,309
30917,Monsul,309
30918,Moure,309
30919,"PL N Sra do Amparo",309
30920,Oliveira,309
30921,Rendufinho,309
30922,"Santo Emilião",309
30923,"São João de Rei",309
30924,Serzedelo,309
30925,"Sobradelo da Goma",309
30926,Taíde,309
30927,Travassos,309
30928,Verim,309
30929,Vilela,309
31001,Balança,310
31002,Brufe,310
31003,"Campo do Geres",310
31004,Carvalheira,310
31005,Chamoim,310
31006,Chorense,310
31007,Cibões,310
31008,Covide,310
31009,Gondoriz,310
31010,Moimenta,310
31011,Monte,310
31012,Ribeira,310
31013,"Rio Caldo",310
31014,Souto,310
31015,Valdosende,310
31016,Vilar,310
31017,"Vilar da Veiga",310
31101,Anissó,311
31102,Anjos,311
31103,Campos,311
31104,Caniçada,311
31105,Cantelães,311
31106,Cova,311
31107,"Eira Vedra",311
31108,Guilhofrei,311
31109,Louredo,311
31110,Mosteiro,311
31111,"Parada do Bouro",311
31112,Pinheiro,311
31113,Rossas,311
31114,Ruivães,311
31115,Salamonde,311
31116,Soengas,311
31117,Soutelo,311
31118,Tabuaças,311
31119,Ventosa,311
31120,"Vieira do Minho",311
31121,"Vilar Chão",311
31201,"Abade de Vermoim",312
31202,Antas,312
31203,Avidos,312
31204,Bairro,312
31205,Bente,312
31206,Brufe,312
31207,Cabeçudos,312
31208,Calendário,312
31209,Carreira,312
31210,Castelões,312
31211,Cavalões,312
31212,Cruz,312
31213,Delães,312
31214,Esmeriz,312
31215,Fradelos,312
31216,Gavião,312
31217,Gondifelos,312
31218,Jesufrei,312
31219,Joane,312
31220,Lagoa,312
31221,Landim,312
31222,Lemenhe,312
31223,Louro,312
31224,Lousado,312
31225,Mogege,312
31226,Mouquim,312
31227,Nine,312
31228,Novais,312
31229,Outiz,312
31230,Pedome,312
31231,Portela,312
31232,"Pousada de Saramagos",312
31233,Requião,312
31234,"Riba de Ave",312
31235,Ribeirão,312
31236,Ruivães,312
31237,"Arnoso (Sta Eulália)",312
31238,"Arnoso (Sta Maria)",312
31239,"Oliveira (Sta Maria)",312
31240,"Vale (S Cosme)",312
31241,"Vale (S Martinho)",312
31242,"Oliveira (S Mateus)",312
31243,"Seide (S Miguel)",312
31244,"Seide (S Paio)",312
31245,Sezures,312
31246,Telhado,312
31247,Vermoim,312
31248,"Vila Nova de Famalicão",312
31249,"Vilarinho das Cambas",312
31301,"Aboim da Nóbrega",313
31302,Arcozelo,313
31303,Atães,313
31304,Atiães,313
31305,Azões,313
31306,Barbudo,313
31307,Barros,313
31308,Cabanelas,313
31309,Cervães,313
31310,Codeceda,313
31311,Coucieiro,313
31312,Covas,313
31313,Dossãos,313
31314,"Duas Igrejas",313
31315,Esqueiros,313
31316,Freiriz,313
31317,Geme,313
31318,Goães,313
31319,Godinhaços,313
31320,Gomide,313
31321,Gondiães,313
31322,Gondomar,313
31323,Lage,313
31324,Lanhas,313
31325,Loureira,313
31326,Marrancos,313
31327,Mós,313
31328,Moure,313
31329,Nevogilde,313
31330,Oleiros,313
31331,"Parada de Gatim",313
31332,Passo,313
31333,Pedregais,313
31334,Penascais,313
31335,Pico,313
31336,"Pico de Regalados",313
31337,Ponte,313
31338,"Portela das Cabras",313
31339,"Rio Mau",313
31340,Sabariz,313
31341,Sande,313
31342,"Vila de Prado",313
31343,"Oriz (Sta Marinha)",313
31344,"Carreiras (Santiago)",313
31345,"Escariz (S Mamede)",313
31346,"Escariz (S Martinho)",313
31347,"Valbom (S Martinho)",313
31348,"Carreiras (S Miguel)",313
31349,"Oriz (S Miguel)",313
31350,"Prado (S Miguel)",313
31351,"Valbom (S Pedro)",313
31352,Soutelo,313
31353,Travassós,313
31354,Turiz,313
31355,Valdreu,313
31356,Valões,313
31357,"Vila Verde",313
31358,Vilarinho,313
31401,"Santa Eulália",314
31402,"Caldas de Vizela (S João)",314
31403,"Caldas de Vizela (S Miguel)",314
31404,Infias,314
31405,Tagilde,314
31406,"Vizela (Sto Adrião)",314
31407,"Vizela (S Paio)",314
40101,Agrobom,401
40102,"Alfandega da Fé",401
40103,Cerejais,401
40104,Eucisia,401
40105,Ferradosa,401
40106,Gebelim,401
40107,Gouveia,401
40108,Parada,401
40109,Pombal,401
40110,Saldonha,401
40111,Sambade,401
40112,"Sendim da Ribeira",401
40113,"Sendim da Serra",401
40114,Soeima,401
40115,"Vale Pereiro",401
40116,Vales,401
40117,Valverde,401
40118,"Vilar Chão",401
40119,Vilarelhos,401
40120,"Vilares de Vilariça",401
40201,Alfaião,402
40202,Aveleda,402
40203,Babe,402
40204,Baçal,402
40205,Calvelhe,402
40206,Carragosa,402
40207,Carrazedo,402
40208,Castrelos,402
40209,"Castro de Avelãs",402
40210,Coelhoso,402
40211,Deilão,402
40212,Donai,402
40213,Espinhosela,402
40214,Failde,402
40215,França,402
40216,Gimonde,402
40217,Gondesende,402
40218,Gostei,402
40219,"Grijó de Parada",402
40220,Izeda,402
40221,"Macedo do Mato",402
40222,Meixedo,402
40223,Milhão,402
40224,Mós,402
40225,Nogueira,402
40226,Outeiro,402
40227,Parada,402
40228,"Paradinha Nova",402
40229,Paramio,402
40230,Pinela,402
40231,Pombares,402
40232,Quintanilha,402
40233,"Quintela de Lampaças",402
40234,Rabal,402
40235,Rebordainhos,402
40236,Rebordãos,402
40237,"Rio Frio",402
40238,"Rio de Onor",402
40239,Salsas,402
40240,Samil,402
40241,"Santa Comba de Rossas",402
40242,"B Sta Maria",402
40243,"São Julião de Palacios",402
40244,"São Pedro de Sarracenos",402
40245,"B Sé",402
40246,Sendas,402
40247,Serapicos,402
40248,Sortes,402
40249,Zoio,402
40301,Amedo,403
40302,"Beira Grande",403
40303,Belver,403
40304,"Carrazeda de Ansiães",403
40305,Castanheiro,403
40306,"Fonte Longa",403
40307,Lavandeira,403
40308,Linhares,403
40309,Marzagão,403
40310,"Mogo de Malta",403
40311,Parambos,403
40312,Pereiros,403
40313,"Pinhal do Norte",403
40314,Pombal,403
40315,Ribalonga,403
40316,"Seixo de Ansiães",403
40317,Selores,403
40318,"Vilarinho de Castanheira",403
40319,Zedes,403
40401,Fornos,404
40402,"Freixo de Espada à Cinta",404
40403,Lagoaça,404
40404,Ligares,404
40405,Mazouco,404
40406,Poiares,404
40501,Ala,405
40502,Amendoeira,405
40503,Arcas,405
40504,Bagueixe,405
40505,Bornes,405
40506,Burga,405
40507,Carrapatas,405
40508,Castelãos,405
40509,Chacim,405
40510,Cortiços,405
40511,Corujas,405
40512,Edroso,405
40513,Espadanedo,405
40514,Ferreira,405
40515,"Grijo de Vale Benfeito",405
40516,Lagoa,405
40517,Lamalonga,405
40518,"Lamas de Podence",405
40519,Lombo,405
40520,"Macedo de Cavaleiros",405
40521,Morais,405
40522,Murçós,405
40523,Olmos,405
40524,Peredo,405
40525,Podence,405
40526,Salselas,405
40527,"Santa Combinha",405
40528,Sezulfe,405
40529,"Soutelo Mourisco",405
40530,Talhas,405
40531,Talhinhas,405
40532,"Vale Benfeito",405
40533,"Vale da Porca",405
40534,"Vale de Prados",405
40535,"Vilar do Monte",405
40536,"Vilarinho de Agrochão",405
40537,"Vilarinho do Monte",405
40538,Vinhas,405
40601,Atenor,406
40602,Cicouro,406
40603,Constantim,406
40604,"Duas Igrejas",406
40605,Genisio,406
40606,Ifanes,406
40607,Malhadas,406
40608,"Miranda do Douro",406
40609,Palaçoulo,406
40610,Paradela,406
40611,Picote,406
40612,Póvoa,406
40613,"São Martinho de Angueira",406
40614,Sendim,406
40615,Silva,406
40616,"Vila Chã de Braciosa",406
40701,Abambres,407
40702,Abreiro,407
40703,Aguieiras,407
40704,Alvites,407
40705,Avantos,407
40706,Avidagos,407
40707,Barcel,407
40708,Bouça,407
40709,Cabanelas,407
40710,Caravelas,407
40711,Carvalhais,407
40712,Cedães,407
40713,Cobro,407
40714,Fradizela,407
40715,Franco,407
40716,Frechas,407
40717,Freixeda,407
40718,"Lamas de Orelhão",407
40719,Marmelos,407
40720,Mascarenhas,407
40721,Mirandela,407
40722,Múrias,407
40723,Navalho,407
40724,Passos,407
40725,Pereira,407
40726,Romeu,407
40727,"São Pedro Velho",407
40728,"São Salvador",407
40729,Suçães,407
40730,"Torre de Dona Chama",407
40731,"Vale de Asnes",407
40732,"Vale de Gouvinhas",407
40733,"Vale de Salgueiro",407
40734,"Vale de Telhas",407
40735,Valverde,407
40736,"Vila Boa",407
40737,"Vila Verde",407
40801,Azinhoso,408
40802,Bemposta,408
40803,Bruçó,408
40804,Brunhoso,408
40805,Brunhosinho,408
40806,Castanheira,408
40807,"Castelo Branco",408
40808,"Castro Vicente",408
40809,Meirinhos,408
40810,Mogadouro,408
40811,Paradela,408
40812,"Penas Roias",408
40813,"Peredo da Bemposta",408
40814,Remondes,408
40815,Saldanha,408
40816,Sanhoane,408
40817,"São Martinho do Peso",408
40818,Soutelo,408
40819,Tó,408
40820,Travanca,408
40821,Urrós,408
40822,"Vale da Madre",408
40823,"Vale de Porco",408
40824,Valverde,408
40825,Ventozelo,408
40826,"Vila de Ala",408
40827,"Vilar de Rei",408
40828,"Vilarinho dos Galegos",408
40901,Açoreira,409
40902,Adeganha,409
40903,"Cabeça Boa",409
40904,Cardanha,409
40905,Carviçais,409
40906,Castedo,409
40907,Felgar,409
40908,Felgueiras,409
40909,"Horta da Vilariça",409
40910,Larinho,409
40911,Lousa,409
40912,Maçores,409
40913,Mós,409
40914,"Peredo dos Castelhanos",409
40915,"Souto da Velha",409
40916,"Torre de Moncorvo",409
40917,Urros,409
41001,Assares,410
41002,Benlhevai,410
41003,Candoso,410
41004,"Carvalho de Egas",410
41005,Freixiel,410
41006,Lodões,410
41007,Mourão,410
41008,Nabo,410
41009,Roios,410
41010,Samões,410
41011,Sampaio,410
41012,"Santa Comba de Vilariça",410
41013,"Seixo de Manhoses",410
41014,Trindade,410
41015,"Vale Frechoso",410
41016,Valtorno,410
41017,"Vila Flor",410
41018,"Vilarinho das Azenhas",410
41019,"Vilas Boas",410
41101,Algoso,411
41102,Angueira,411
41103,Argoselo,411
41104,Avelanoso,411
41105,Caçarelhos,411
41106,"Campo de Viboras",411
41107,Carção,411
41108,Matela,411
41109,Pinelo,411
41110,Santulhão,411
41111,Uva,411
41112,"Vale de Frades",411
41113,"Vilar Seco",411
41114,Vimioso,411
41201,Agrochão,412
41202,Alvaredos,412
41203,Candedo,412
41204,Celas,412
41205,Curopos,412
41206,Edral,412
41207,Edrosa,412
41208,Ervedosa,412
41209,Fresulfe,412
41210,Mofreita,412
41211,Moimenta,412
41212,Montouto,412
41213,Nunes,412
41214,Ousilhão,412
41215,Paço,412
41216,"Penhas Juntas",412
41217,"Pinheiro Novo",412
41218,Quirás,412
41219,Rebordelo,412
41220,"Santa Cruz",412
41221,Santalha,412
41222,"São Jomil",412
41223,"Sobreiro de Baixo",412
41224,Soeira,412
41225,Travanca,412
41226,Tuizelo,412
41227,"Vale das Fontes",412
41228,"Vale de Janeiro",412
41229,"Vila Boa de Ousilhão",412
41230,"Vila Verde",412
41231,"Vilar de Lomba",412
41232,"Vilar de Ossos",412
41233,"Vilar de Peregrinos",412
41234,"Vilar Seco de Lomba",412
41235,Vinhais,412
50101,Belmonte,501
50102,Caria,501
50103,"Colmeal da Torre",501
50104,Inguias,501
50105,Maçainhas,501
50201,Alcains,502
50202,Almaceda,502
50203,Benquerenças,502
50204,Cafede,502
50205,"Castelo Branco",502
50206,"Cebolais de Cima",502
50207,"Escalos de Baixo",502
50208,"Escalos de Cima",502
